user_id:item_seq
55:6407,4035,5774,6030,6034,1871,3116,1900,11213,7506,9366,1719,3893|6861,3375,2373,113,656,3239,8748,2057|12640,3235,11662,10430,297,12241,3831,13989,13098,316,10864,3566,2824,6842,12115,14010,2066,12889,1817,13341|11409,4498,1918,4317,5811,930,12202,454,12882,590,8767,48,14613,14065,10289,7931,12453,3719,6268,13942|963,14428,14813,8088,12009,15234,1885,2543,3088,2721,1610|
56:|11844,6116|4255|12075|4254,9464,2437|
57:964|297,9591,1043,1981,578|13015,5012,4064,13989,7931,1977,1832|13201,3133,202,8277|4883,7375|
58:3357,5264|1070|7701,12664|||
59:2249,5477,1084,2142,785|719,11906|13646,524,3007,1671|5408,5362|4902,2769|
60:4029|1485,2964,13146||4967,7038,4296,8055,5531,950,3207|13444,2874,910|
61:2501,2504,2505,417,1128,4719,1013,7880,776,8082,6934,9009,9396,454|4035,3088|6494,7441|14012,784,6087,14261,202,1096,4367,2144,12202|14786,13416,18,13675,6452,2580,2756,1097,2210,5956,4712,8392,917,739,1585,13075,3522,11781,6265,5291,15216,8024|
62:4036,3747|5891|7073,1850,1542,5901|13567|4998|
63:728,102,2186,4994,6988,7101,280,5920,784,399,1411,1885|1871||||
64:1642,5693|3723,1589,82|9443,4611,5734,478,12833,14535|12081||
65:3172,5751,1629,4027,10729||148|3209,474,7776,14692|13778,4127|
66:4658|11594,547,5461,979,6551,6484,9331,7832,6140,11882,844,7657,6870,13158,8245,450,7312,9503,532,7336,7449,6387,9022,13163,11103,23,961,7837,2992,2855,7577,7731,6838,12587,1392,12513,11692,7148||5253,1156,8710,10594,6530,8050,9281|14360,4769,4214,3153,7664|
67:2721,6793,3037,4697,2888,5050,4955,7697,6030,3919,5070,7412,11167|10291,3927,4204,6675,476,12115,8054,4160,2058|289,5689,8702,3640,8085,13909,3838,2144,13928,12557,1104,12150,3205,8236,12901|4708,4035,14753,13658,12889,12118,13606,8062,5632,14874,15044|1920,14886,9971,5710,13005,4404,14168,7000,15269,14483,1192,14261|
68:3074,8976,8986,6627,8813||||8446,14118,7982,3562,7078,13270,7235,4687,11454,11704,461,9696,11153,11028,4885,4900,1335,246|
69:2770,4639,3011,8465,5707|9989,6738|9850,1735,9,6055,9919,6458|10102,13815,12227|245,3963|
70:10381,2641|7906,10038,11453||8165|5241,15087,14287,2380,7219,12007|
71:4191,5895||9161|6170|72|
72:1513,3318,4759,426,5385,8774,3332|5138,6281,3333,1197|8120,5259,353,8592,2697,1322,2063,7,14211,12774||3119|
73:397,7003,1671,1065,6164,4796,1072,2588|719||2540||
74:3213,4196,665,5246,719,4626,6673,1072,7146,7619,1372,7744,810,3073,8786,4237,5720,7026,1011,10209,2487,3007,3855|233,10879,715,7308,8129,4225,2298,5423,4022,5109,9289,12466,13411,2872,2022|10028,4487,6299,3564,6931,1118,5646,6209,11729,3554,14138,13874,11508|182,5896,8021,7562,10468,14201,415,4866,2184,12661,7385,14769,10109,3362,6394,6164,9842,5851|14739,8949,1340,19,1160,3038,187,822,3074,1982,2540,10985,10248,8892,13358,10939,595,11654,8573,1149,14863,211,4530,14507|
75:1160,198,3494,142,849,1132,1519|||||
76:||12052|3320|1939|
77:|6770,12213|5485|11715,3221||
78:7667|||3729,1473|11550|
79:3592,5600,1632,1644|3330,11974,8861,8305,7252|13697,4954,12495,10196,5586,13748|2262,3573,4378|12893,1310,3297,8362,6396|
80:2325,10682|1673,11475,3086,13309||10752,12347,4665,181,2270,2794,6137,9741,101,14729,11493,7890|4880,12863,602,6718|
81:5150,4709,6379,6540,10243,155|8569,1702||||
82:9631,2585|11441,9903|1789,3411,6697,6731,504|367,2031|11352|
83:2425,195,1645,570,3136|4963||||
84:5214|1131|2377,6750|14535,14931||
85:53,4222,860,6533,5489,543,5874,533,956,2034,4353,3175,4406,179,5051,8828,10062,64,7853,8611,252,7698,5636,1534,3402|7955,4075,1369,7020,6519,6536,11176,6641,3774,4691,10979,1316,10830,1898,11069,954,174,12261,1941,2059,1032,1494,7281,6415,593,5557,369,11496,8337,8299,1715,10918,12490,13542,2625|516,4193,13487,9341,12377,13747,6994,5588,10321,687,7818,29,7490,13623,10926,12020,3876,155|11841,14290,1197,4280,11328,14313,2718,14230,12927,8793,14312,14939,14808,14871,14880,723,14349,14494,14892,363,2156,14827|10584,14928,5137,10048,3069,14895,15030,10558,15068,4143,14041,9386,1856,6592,7185,12959,2530,552,3990,10539,13457,3781,14490,3019,11236,15218,6346,15128,8534,9791,12334,5486,4847,3115,15225,4345,15345|
86:6696,1107,5841,10263|5578,11127,11906,1131,2674,4526|13646,10206,13702,14110|574,4429,3552||
87:2158,5313|12967|10352,3429|7007,8083,14987|12659,6346|
88:2252,3065|10695,893,2285,2575,5054,1556,2214|14239,8531|11690,1778||
89:||214,1789|4909,993||
90:439,3231,4990,3320,5039,7843,8859,10233,9464||2794|||
91:711,3511|||502,13149,14527||
92:10753|5218,12331|||37,7882,8578|
93:6874,2842,1006,4395|9322,9597,1650,8031,1382,2702,13101,5530,7334,4127,8936,1740,13382,10489,6976|1765,13506,782,3863,4744|14503,4102|14748,8913,2466,14153,4617|
94:|4844,11331,4362,12629||7765|14445|
95:91|7321||||
96:1037,2845,3238,3852,706,5914,5922,5924,1295,158,1761,7199,5799,7390,2419,6097,4140,1129,866,1544|10484,11403,8463,7601,6382,13326,13523,891,11348,7126,6929||1254,8399|14463,11199,13684,11016,11020,2545,4984|
97:1133,7820||12500,8651,1249|13402,14001,5975,14551,8941,2515||
98:3606|6665||||
99:885||1793||9552,4187|
100:|||13846,3812,13169,8637,1564,4296,13814,10988,7031,3945,11246,3856,5607|11765,1008|
101:335,1218,2085,1180,1132,19,2403,2406,434|11544,1451,3522,546,260,2279|||726|
102:1093,6114||14003|862,14230,208,11011||
103:9572,2113,10729,4838,7749|10176,5750|12495,4019,13176|7633,1650|14664,9947,6171,11435,14341,11825,3886,521|
104:3402,3763,3774,3846,2788,5513,6431,1387,9475,9510,10204|11336,10667,347,3347,13109,4651|8513,13290,1165,6620,14230|6472,1730,12872,6280,14349|15032,3847,1731|
105:7048,1006|10042,3338||5751,14413||
106:3632,5270,4796|||277|2827,15288|
107:1774,3511||852|13050,13790,12500,14876|15132,8887,1384|
108:715,6176|10817,12651,1115||||
109:3880,1186,4343,116,6145|7456,6762,4277|2770,10128|7501,1735,2722|9045,12160,13638,3016,14429,1889,4524|
110:9254|12464||1059|192|
111:|465|11976|12282||
112:|||5990,7697||
113:1709,7405,2480|6189|5032,13262,14273,5294,13311|1582,2364,4521,13988,4345|552,14937,1152,8833,14979,13218|
114:866,2130,1761,977,2689,1249,1339,718,2375,5201,7996,9659,8459,4441|1453,9361,12676|13831,13402|48,3635,5273||
115:4364,5386,8588|8913|9179|10061,8613,14692,12042|12371|
116:2575,8176||3829,10188||972|
117:||13,11566|12430,827,14981||
118:||2710|7036||
119:5395,1471,5497,1303,1316,1844,4585,8833,1960,8603,412,5979,1187,10382|12066,3724,1903,475,122,8568,3343,2435,3746,8194,2308,7382|11247,3185,6063,12476,2400,3232,6311,4279,1444,10204,3866,3234,7279,1702|9970,12363,364,10290,1834,13458,14305,7955,327,14958,6218,186,3884,3929,1077,7264,13849,4058|10590,3763,13266,3045,4548,7074,1032,6328,6415,3745,4198,5225,1002,11399,6617,13491,1724,1116,87,7570,5239,5895,15255,1494,5476,8904,5293,13966|
120:|8085|||12546,14852|
121:6702,1900,556,9366|13031|5567||9645,2953,1343,1412,6251|
122:8569|5322,11891,438,745,491,274|5149,5679,10987,14296,571,10918,424,13517|||
123:3046|9696,5720,5023|3367,1012|||
124:5573||8509,3683|10307||
125:||||15255,9430|
126:7072,8197,1100|||||
127:3027,3192,3250,3253,3295,3408,3380,4370,4911,7190,6755,8730|11670,6847|1102,1230|10526,3159,1180|2238|
128:3819,6639,2225,1785|595,1366|9845||3394,1943|
129:4535,5274,2344,6620,6936,3626,4025,1709|3860,6689,12857|2621,2198,12817,4497,13641,14290|1468|14985|
130:|4154||11236|4003,822|
131:50,1899,10959,4924|8646,7491,9237,12090,4903,3140||10394,1608,8002,2085||
132:6762|1485,5899,3950,2747,5142,3854,7482,1213|1934,11787,13916,3880,9188,6095||4823,2871,1021,116,15305,2809,1473|
133:9043|5486,10918||||
134:|2569,4644,375,4301,188,8217||508|13506|
135:2137,2612,2873,3625,2087,4143,2186,1020,5007,274,5563,1959,3358,7077,7376,1915,533,8012,4279,5411,8796,6325,2955,2344,3881,3980,2616|1282,2083,579,10539,7957,897,851,1625,5636,1471,4622,2478,12045,2532,137,1389,4895,10165,6563|575,2286,8699,2367,8643,10011,6986,3066,826,593,4706,4891,1781,8110,7414,2965,519,9827,7845,5798,8885,1804,1573,8829,222,2303,186,2859,468|552,763,8756,7597,9339,649,12335,12334,2027,1727,76,8409,1840,2555,5439,1773,1468,29,14288,5294,1401,3106,6492|13264,3990,11069,14290,836,12421,3363,87,3600,4186,2748,14958,36,2217,14987,14871|
136:|||14619,7078|10751|
137:1449,1451,6442,4610,8689,8177,10319,10593,2997|2618,5808,4163,12589,711,3584|8357,11743,11883,1158,1699,1259,7339,852,6744,4686,2883,316,4755|1253,9866,4701,6435,616,1421,14704|7781,1321|
138:||11204,6964,5729,5752,1733,9049|10239,1350,7091,1899,13430,11506,7520|2522,11194,5362,4283,3280,1535,6645,6596,4227|
139:6167,2867|5561,11025,4129||||
140:554,2179,2184,3068,3071,3072,3073,665,2872,3083,1115,4409,1065,2760,5835,5836,6041,9632,1857,263,2899,9873,9879,9844,834,8032,7979,5913|11026,5354,11959|12365,7217,639,11949,13822,14206|2487,3554||
141:9962,4649|1451,3820|11334,1319,297,13406,3325|6574,10459,48,13994||
142:2886|||7601,4095|14816|
143:|676,3816,5865,7128,10166,1261,2611|||15167|
144:7644,2590,5752,10758|1634,12278,8131||13502|7540,6341,1599,592,6688|
145:4829|9208||4021||
146:747|11021|||12236,1867|
147:2016,9677|4458,8631,13317|6382,2285|1331|11331|
148:|7118|9571|9244||
149:||2885||7906,3166|
150:481,4854,3811,2539,543,11193|9336,4523,7027,1587,9618,2018,885,3155,12799|1966,13617,3014,76,6132,3192,670,571,3242,13048,892,11749,3807,9549,9808|1226,2620,3115,13563,9344,13290,3934,7405,4337,7185,6160,288,2121,7506|3326,10918,3988,7974,10591,14233,3753,6441,9391,1229,6600,10436,1245,6540|
151:3146,6135,11166,5535||12867|||
152:|2993,4506||2972,4778,705,1609,1249,6744|1617,9866|
153:673,676,2134,3543,34,3550,82,3556,3562,3068,1595,2164,585,4379,4747,4748,2443,2328,4679,5022,2785,6497,85,3855,6353,2838||4470,1249,546,3965,729,5771,13646,1852,14276|6214,4454||
154:2431,9684,2704,2325,9687,9785,6204||||5755|
155:455,8919,5530|10064||||
156:5211,5750,154,7306,6611,2675,9321,1006,2097|7938|3172,4126,3888,8402,8913,7683,13328|1764,8217,3783|2463,8412,927,6579,14990,14821,15248|
157:|5089,6316||3405||
158:787,3116,3141,4064,108,8174|||||
159:2516,2656,4184,9883|254,2763,424,2936,9937,7486,2167,4193,7698,1773,3563,214,5566,6491,11858,914,3717,8605,12606,982,3990,1576,12796,1468,12377,6010,12883,9791,2198,3115,9038|5258,3369,347,10979,12335,3892,7373,1494,6142,1890,4535,3193,1497,2340,8018,7796,14439,9317,7506,363|11991,212,3050,14288,5787,13264,13636,13850,10281,9272,12057,8524,5245|14788,6247,2617,2965,3439,14290,3705,6778,5439,11244,1719,1948|
160:|12196|||6190,12879|
161:2844,979,5257||13223|13365,7660|14884,9102,4617|
162:4409,221,1118,5591,2221,10282,10954|3910,3873,8026,7238,11582,1965,6299|6047,13871,9607|2015,810,1893,14216,7287|2559,4308,13230,3244,14217,3706,2899|
163:1527,4142,4425,4542,1267,4547,5767,5011,4446,1183,4528,7675,5408,6907,6567,17,9931,6683,1792,6320|8533,9077,7830,7514,2590,7181,6197,11004,12981,4272,11530,10552,6777,11315|10451,2161,5948,3244,11115,4166,8131,7025,2098,3784,5700,830,7492|11411,4454||
164:3035,4191||||7095,15191|
165:4161,3110,6942,2066,7349|622,6502,5795,1432,12725|10262,4318,3142,11528,13942|7669,5774|7064,7016,15317|
166:4108,4318,4460,4616,1097,2504,784,1096,9044,454||912|6215,2893||
167:864,4466,6750,7533|11795,3798,3003,2801|14031,12614,2723,9802,14504,7762,3495|3094,14558,8556|12305|
168:|6915,1021,4928,5953,12904||1485,4347|3905,15271|
169:8163,9471,4163,10750,3788,616|5201,3583,8357,3206,1453,6442,8232,12471,852,12852|13402,12562,7488|14001,14940,4898,958|2919,5716,9509,3093,13678|
170:522,8380,8593,1740|||||
171:2358|3052,2566|7970|||
172:2308,5787,6794,9187,10655,873|696,4374|424,8829,13030,6361,8833,14561|14501,13794,14358,4582,14731,12899,13491,1337,2696,13266,6830,14272|204,13812,11399,15026,14606,4476|
173:3658,3712,10651|1462|838|577,14496,14872||
174:579,3039,10541,9366,6851,7847|1540,11113,3194,5313,4034,2547,3908,3712,6488|13811,593|577,9081,3185|10588,2954,5140,6970,3397|
175:||||7210,1451,11883,12500|
176:3992,4217,4581,3609,581,6593,5343,9069|||||
177:2999,1634,3001,3003,246,238,277,1443,3006,595,3017,3020,3021,7308|||||
178:9617,1721||2198|11893||
179:2721,3118,280||13989,12253|12430,14416||
180:9331,8735||||11,5651|
181:7494|9484,5958|2878,7725,7104|3741|14140,13903|
182:4347,6380,6145,7335|4928|3578|||
183:6920,665,6788|||9186,2049||
184:|301,2669,3026||14905||
185:3832|8946,11621,11706,546,766,10943,11709||93,5097|10629|
186:|||5034,10776|1216,2343,3729,14249,15099|
187:2234,4470,5276,703,2915,3442|2422|1785,11684,1690||9763,3265|
188:9698|4612|||12052,2363|
189:1314,10384,10983||4627,5904||13552,15275|
190:4568,1591,2590,10114|2263,334,1590|||1496|
191:4539,7154,2714,7310,7432,3262,8335,249,3016,9019,10510|3393,1697,2747|5241,11091,278,1999|13739|7482|
192:1084,1208,415,6386,6353,6347,8378,9251|12086,10248,1118,4679,9190,440,257,12884,10078,5109,3003,5622,12192|2542,5344,5693,11290,11807,2940,7744,14074,1802,14196,10568,4743,3824,11906,1843,9867|4596|2134,6639,11745,3954,7568|
193:6547,8889,9712,10206|4526|7476|14645,46,15064|4473,15231|
194:9175,2540||5590,14546|||
195:|439||9703,763,4770|11948|
196:||9373,625,1606,321|||
197:4266,1515,3457,4570,6711,1858,8305,8616,10061|6671,11703,2673,261,5103||10931|14821,14990,7821|
198:3538,3783,5139,2694,4200,4654,3603,8508,2082|||||
199:4193,8460,5046,9667,716|4321,1497,867,39,5708,2019,44,6346,8224|13082,5507,10584,76|10918,700,4998,5345,11224|64,10349|
200:3174,3172,382,1670,3297,5863,3901,2464,3148,1729,8638,7334,9252,4100,3946,1862,100,7680,5833,10876,5746,11017,808|10111,6123,3840,1629,4344,11825,4636,5065,12672,4654,6397,12905,12634,2283,10317,3321,5675,2842,13345|6919,10270,4194,6982,13692,12596,5139,7305,778,13111,12237,9936,2125,3457,7812,4382,8301,4266,10480,1765,10206,7904,9733,3032,6997,7938,4395|11019,12392,4234,3595,2569,1869,8455,14885,332,5211,14821,10135,12250|927,5754,3974,508,4019,8936,1908,14133,2402,1539,8363,14856,4910,14702,396,8559,1190,4838,608|
201:|12536|9562|13977,15080||
202:9943,10493,7220,10027|9870,4115,8622,10859,4083,11686,9223||11111,11370,701,14117,2443,2872,2723,5892,14836,10984,13822,14253|5421,11961,11906,12829,230|
203:|||6592,3242,2264,53||
204:7740|3746||3033,1804,1497,7276,2713||
205:7235|1232,11194,11274,7025|410,1372,13232,14048|13584,2056,14723,9275,6342,11637,440,13358,10727|3700,4043,15157|
206:5063,281,6112,782,3886,8913,5155,9308,8045,9810,4100,5864,10729,10744|7311,1826,1201,3404,13345|388,4910,8380,13828,3540,12703,3538,5251,13497,14451,8450,3652,8230|14133,2832,8433,14702,1740,2861,14344,14508,61,12694,7059,6119,7253,8158,2082,15058,10236,2442|13347,14503,8638,13736,6785,14885,15252,4916|
207:2585,2586,2835,3014,3019|420,13467,3563|||14145,13067|
208:1723|7871,2786,12720||||
209:|6346|14306|13747,2075,9883||
210:7255,5784|4322,9675,1218,8061|12276,3188,6006,1372,14138|6733,8502||
211:1466,927,2436,2460|11620,7633,12721,10044,12713,5451|10042,4590|455,13697,14675,10866|14990,14624,6454,15337,11311|
212:2418,2410,2998,3007,6269,8760|12291|238|||
213:4353,1016,212|1540,5636,9498|3878|12919,4334,5708,6492|14952,3804,10871,10663,3075|
214:2549,863,4927,1788,5780,4394,2074,8222,5422,2243,3117,9994,9585|12075,12376,10662,11101,4609,13240,4980,13040,12745,2,1819,11124,13436|1706,2798,311,6693,6116,9921,14015,1483,10368,602|11725,13119,9054,14366,6792,4212,8670|652,14798,13338,14552,4398,1703,12762,5923,15055,1622,6605,9438|
215:|1952|||9694,6995,3796|
216:5677,5678,5194,10925|3020,9912|8764,13706,7568,3198|12166,2932,230,1859,12395|2056,3786,6385,13986|
217:6221|12249||||
218:|8032,1733|3772,667,1011,542|4313,4566,2235,1671,9632,3543,7733,651,2735,8945,12812,7230||
219:3672|10241||279||
220:1525|1018||5108|13607,6478,7847,745,10324|
221:2198,3106,5281,5294,1898,10067,10070|4707,7405,1470||14684,2217,14290|1405|
222:2099,2103,2108,87,2121,74,4066,2361,10366,5874|7613,12872,4374,12321|214,6600,9387|4804,2362,75,13810,4891,5502,530,13263||
223:849,2724,2726,2742,2916,3686,3615,1767,5997,5219,5608,2145,2721,8444|10864,1066,12202,6502|13015|5499,13416,5050,2066|5956|
224:3165|1658|6181|||
225:4048,4554||887|177|13331,8467|
226:2967,3724,4956,6175,3123,2142,2056|11708,4454,82,12607,7855||14072,6011,11506,1364,10464,3978,3952,15048|50,15203,1180,15224|
227:6152,8070,3428|||14143|6597|
228:2313|12368,9462|7501,7626||12988|
229:719,2225,4038,4653|12365,8803,940|2249,3405,14084,4604|8360,13014|13999,13539|
230:|7881,7068||4345|1623|
231:3153,4617|9661,7657,7448,389|||13223|
232:5266||13391|336|2019,12799|
233:10131|12347||3210,11214||
234:2061,6039,616,2919,8537,10706,9101,1561|9509,6416,8232,1251,7107,13100,8723,3674,8941,5808|5716,2348,871,4778,13402||7488|
235:2201,1356,1832,7101,8088,399,10705|11355,1885,1429,13075|7000||11564|
236:1126,2845,2847,2848,2849,2851,9091|4116|1924|||
237:3779,10425|7239|12416,10037,3012,6157,2807,1344,6837,12053,7160,8622,9502,8592,8939,7791,2368,12422,2429|3293,3365,10387,5368|1519|
238:2815,2370,5864,7598,7504,2528,4343|8101,8913||||
239:5289,10966|4395,4202,12717,1670,2262,3901,8217,8109||4266,1177,3321,4838,7065,1908,12978,9977,61|4431,4636,4594,782,3595,7747,4878,5063,2600,11620,1858,8363,12392|
240:|2250,11515,3836,4487||||
241:169|||9109|11055|
242:2428,4106,333,2082,1184,188,3620,4801,10064,4100|2097,5139,388,3888,12249,5852|375,7059|3619,6729,1838,1958,2460,9163|11500|
243:4963|||6429,6854,4503|4797,3030|
244:|8480,8022,6546,3355,13084,3988||6556|4921,140,939|
245:3851||12148|6699,4087,14901,11588|5034,7256,5353|
246:625,4506,427||||10490|
247:3611,5063,7747,3330,3886,951,8913,5155,8045,4343,4100,5864,10744,10729|9810,6820,1826,5289,2402,6529,386,1201,3404|388,13345,12703,5251,13497,3652,8230|2832,14133,14702,2861,14508,61,12694,7059,6119,7253,10236,2442|14503,8638,13736,14885,15252,4916|
248:8503,8570,6726,9136,9137|||3403||
249:2421|11433|917,10097|||
250:2217,67,4580,2615,2532,862,7795,2800,222,62,6936,3804,10522,8390,2075,6134,2367,10842|3847,8977,6045,9455,3355,723,3023,1465,1900,10685,7806,5052,2624,2965,3195,4698,7579,6492,6170,2483,12888|12878,12659,176,12749,1715|5313,11841,851,9552,74,3193|849,318,4144,8468,5792,10273|
251:3060,3851,9578,2577,11096,849,8858,10561,568,1525|4862,8089,3101,10453,8036,2933|5655,11765,6607|5683,11359,14308,11554,978,14887,8697,3665,3601,4960,3479,4967,490,10212,5650,2637,3853,2380,10429|6739,3009|
252:2779,4854|3544|53,14306,8814,76|5343,424||
253:|849,198,19,1980||||
254:7474||5529,14533|4592,12227|13605|
255:2122,2414,2733,1949,10607,108,3142|4419,2670,6686,10423,9132,622,12885,6374,12889,2228,12214,289|12616,13384,12456,8528,8136,2058,12800,526,13989,2930,7500,12165,2186,9537,14104,3865,2066|14090,11522,1411,14896,7629,14399,14189,279,2062,2453,11814|9094,183,13330,5764,4616,10016,3028,3841,8088,15185,1096,4574,15234|
256:4538,4540,7592,5481|10900,6790|6964,14048|6269|1170,13299|
257:2543,2900,3139|9489,11952,2608,8021,9044,10191|4001,7350,2424,2790||11781,9060,2496,12882,11155,5821|
258:6328||||7089,10133|
259:4121|1710|||1427|
260:2825,390,3489|12852,1257,2080,7724|9183,4105,10816,371,9536,2259,4447,2076,4633,8659,14203,10459,1559,2689|705,2864,14396,1332,10716,10628,9062,2919,9400,1620,1133,12553,3584,228,4340|8125,10455,5761,6185,10988,3263,6925,11532,1672,5473,8788,6042,6098,7691,12058,15177,9083,779,14940,376,10717,14001,6819,3529,13402,1239,7231,3235,14909,13994,4120,12736,12663,550,13914,8154,15077,15166|
261:454,4714,2421,2052,4299,7629,9851,84,5028,2900|2194,2817,12889,442,13075,6766,11431|13845,13279,2145,4808,13122,5219,13989,2414,13942,12202,1832,5821,13951,2117,14188,1976|13501,18,1247,13675,8164,109,280,14967,14976,3118,8136,9132,14652,7233,14897|875,14613,13754,2240,9209,8297,1986,9307,10538,3624,1585,14192,5703,4498,13934,13038,5956,2751,4994,13935|
262:4475|44,11990,11991||13811,10134,9979,9213,5552|14952,15152,3429,15135,4582|
263:6280,836,10819|3075,3955,491,1367|12287,700|4947,13991,14972||
264:194,6870,9281,10688|||||
265:2965,9064,7403,1229,3075,10724,6170,883|3934,75,12915,7027,4776,5633|7243,6650,1464,2197,11434,4934,6488,253,845,689|3530,9001,4191,7759|3185,14788,53,5891,2779|
266:2625,571|11942|13580||3908|
267:2864,5201,2199,1194,8154,1620,1913,1362|3704,3525||297|2931|
268:||8357|8346,616,11534|10525,1445|
269:2300,2966,5923,1063,8824,1396,2853|6552,2658,4015||10171,14633||
270:5779,5659,2651|4392,2652,1306,13388|6466,2725,12677,5592,8456,10442,25,4966|6981,5422,14611,12052,10175|5813,1549,13238,2271,877,8257|
271:4886,5107,1630,7447,1004,5302|993,751,1713|6090,1229,10404,7056|10588,14797|3712,5053|
272:6226||8623|12062|8543,6252|
273:1496,972,6954|||3080||
274:3607,4060,4241,2325,3223,10666,2906|10479,7635,12052,11101,10010,12745,12763,968|5814,7369,5208,14015,5762,5779,1652,11436,14458,2241,1061|14552,1594,847,14633,4403,2652,13206,14485,14382,8824|1668,9585,9054,8810,769,15208,15111,15324|
275:1175,5806|10606,11168,12343,635|6136,2653,12326,2657|||
276:|1218|14276|3910,3836,1372||
