user_id:item_seq
87:157||||3280,3346,2368,11377,10244|
88:158,389|||||
89:159,3564,3210|2836,3067,6080|11733|7349,12036,2913,5907,7283,6533,37|3769,12182,11551|
90:82|1331|3400,1925,1051,1940,2987||1364|
91:168,617,3123|7671,9598,8889,1333|702,9523,1431,4290|827||
92:171,1328,2188,2215,5024,4191|||||
93:181,686|3021,815,6947,9349,3178|||2661|
94:182,1716,4479|||6283|4774,10313,405|
95:183|||3245,2532,451,9806||
96:185,203,570|5166||11702|1037|
97:186,4166||7470,10817|11528|12983|
98:192,211,244,287,179|||2434,3863,2646,5790||
99:194,721|1230|9179||9917|
100:198,365,2626,173|82,7083,2081,628||||
101:200,215,3161,2731,3603|4262,5952|4070,11819|6393,3101||
102:201,2319,2014,5681,5723,5460,1273|1069,1712|1406,1085,1445,9269,3185,294|368,745,1130,11156,9802,2681|181,13016,796,8837|
103:202,44,174,86,160||10244,11377||9274,3635,208,10299,11003|
104:208,988,1621|3599,419,7887,3618||||
105:213,43,4428,2466,2997,4807,1044|419,1266,1727|||2520,6367,3437,6139|
106:215,209|2899,625||||
107:219|81,1327,4347|||5172|
108:223||4362,1440,4292|12058,3773||
109:224,5166,5177,2194,3472,998|||8749||
110:226|9449,9693|8440||12965,12315,13167|
111:229,1201,2522,1946,1414,3209|1723,277,1583,8279|9266,11384|||
112:230,1652,1747,1783,1787,3264|369||||
113:231,235,254,337,352,391,427,428||7568,5609|3680,1851,1121,3968,486,1458||
114:232,388,494|10701|||12597|
115:233,236,250,318,339,344,347,348,358,410,416|||||
116:234,268,300,302,1289,1314,188,1394,2248,2742,59,543,796,4057,1173,4569,340,5079|7501,1886,32,1111|7096,10075,6118,3300|1242,8207,3857,113,2337,355,2795|2130,2836,8379|
117:237,245,248,267,293,436|||||
118:238,247,253,259,53,272,275,279,303,368,377,381,411|2290,2873|3019,11726|4361,2480,299,8618,7408,181,2812,11145|13208,2259|
119:239||7043,4504|300|5814|
120:240,2929,600,6438,5545,3619,7922|8590,3651,7470,5866|10726,917,11115,4227,3388,11790|9172,3595,11251,11159,11502,715|5649,1336,236,11321,13245,3676,11564,7184|
121:234,327,354,364,299,418,373,1240|||||
122:241,3345||9552,11846||972,10021|
123:242,270,291,325,331,420||6068|||
124:246|9957|6338|12516|3567|
125:249,366,435||||2665,1327|
126:251,1295,1184,93,527,275,2056|||||
127:252,376||7700|||
128:254,43,450||425,903,2247,1193,5048|1911||
129:255|7017|||6190,4339|
130:256,419,3114,1168,1136,491,4411,1578,4601|||||
131:257||3003,5467,871||1964|
132:258,280,296,309,322,350,375,201,385,414,2198,6265,4431,1022,2803,4166,28,649,735|7318,511,3482,3085,7723|7989||2615,13252,3515,12833,1179,11776,2723,1247,6285,5977,4687,7209,5076|
133:208||132,2078,5070|1212,3946||
134:260,312,82,425|209,8094,201,2186,79,7424||1765,3915||
135:63,3857,5215||||7608,1413,442,1275,4914|
136:261,1823,2532,2716,782,3602|||||
137:262,3098,5232|8071,5973|||11840,6215|
138:263|274,2961,928,2832|||13331,3146|
139:264,271,299,307,360,373,753,2782,5558|||||
140:265,190,292,369,2814,4352,2341,1886|8074|574,3192,1979|11703|9184,1329,4209,1930|
141:266,361|2659,2271,581,5514,9432,3754,1984||||
142:269,250,1167|3121,2393,3916|8995|||
143:273,278,341,356,374|||||
144:274,3280,808|7452,9130|2069|12198,3940||
145:276,3184,1188|8205,6490,6278,5594,8699,3538,5510,110,4818|5752,4103|6155,2476,5463|3421|
146:277,313,437,1313|||4284||
147:281,156|7019,4187||7801,1350,7202||
148:282,1559,941,1697,3339,3346,2391,3465,157,3928|1299,2012,2408,33,1655,10453,1200,686,6640|||2836,9763,6300,575,12370|
149:283,546,567,602,619,631|||9408,95,5466,2245,1462||
150:284,387,4147||10941||5467|
151:286,500,586,4619,7282||4590|135|209|
152:288,2059||2522,1982|6212||
153:290,310,311,315,336,424,42|||||
154:294,5253,5278,5304,4880|||7867||
155:295,6165|2682,5668,8804||||
156:297,338,353,371,439||378|||
157:298,393,390,406,364|||||
158:301,426|9336,74,7938,8852,10004,5316|12133|6184,6035|10715|
159:305,3228|1417||12309,10622,185|5811,1119,8943|
160:306,333,421,422|5155|||8603|
161:308||8087|||
162:314||||12326,7116,1234,13422|
163:316,355,1450,342,4902|||||
164:317,324,423,6395,1864|||||
165:313,320,380,403|||5924,7429,10138||
166:319,369|1365|||10380,2407|
167:321,292,1597,1022,1816|6706|||81|
168:326,396,412,2290,2558,7520,2300,7941,4970,6,369,215,209,1679||6311,549,991,4807,745|107,3400||
169:328,392|1492,1939||12412||
170:329,6403||2454|9835,4823,6888,522,6921,10598,963||
171:303,362,4828,387|284|||2552,4815,1677,1798|
172:330,523,4737|11,9399,77,2570,292|||7681|
173:332,372|||1855,12351,1371,1042|6607,581,4348,2227|
174:334,346||||1051,1942,4176,11853,506|
175:335,349,1332,3257,1520,574,92,4990,5388,2816,3813,874|840,1565,2193|||5748,4895,927|
176:340,641,796|10155,30,10685|405|||
177:342,2449,6704|2990,2419||321||
178:343,402,168,325,5242|8202|3421|||
179:345||||10506,6362,632,384|
180:351,365,361|5592,84,1245,1039,2709,1935,3129,1727,4387,1217,2629,799|649,6319|||
181:357,7804,3944,904,143,153,3104,1384|6062||||
182:359,417,457|7444,1506,6239,1274,419,445,10514|5059,4214|1670,7486,3723|6803,4150,1,2672|
183:363,522,122,3061|8834|7370|||
184:367|||1194,494,626|4981|
185:370|731,473|2158,10063,2245|||
186:372,386|2871,6951,1911|||702,2333|
187:354,378,4068,4093,3485,4115,4136,4148|||||
188:379,401,1805,1922,1255,1956,6601,160,930,6602,6872,6874||||11935,2734,6328,1770,5284|
189:80,397,404,158|369,8016,4503,6561,1292|127,4389|||
190:382,133,6351,4544|23,33,467,5312,473,7017|7083,2941|489||
191:383,455|2187,4055,3916,2323,3121,82||||
192:384,3736||3555,3016,7320|||
193:389||5342|11390,1015,4127,2363,1428|82,11913,2065,6443,868,7011,9548|
194:390|78,9758|10585,643,1051||5613|
195:394||||7587,9505,7103,123,210,3564,5397,2268,11323,2030,2025,1056,8770,3335,3575,2562|
196:395|7470|10651,11065|12397|1885,13233|
197:398,6482,7391,3636,6315,492,6300,2769|8766,3567|427|9984,5178|8622,5425,10497,7369,2428,3047,11211,4533|
198:399,438,6241||4185,5971,10675|1663,7801,10021|7015,12691,1329|
199:400,925,1060||7278,1938,10785||11714|
200:407|1523|2528,11353||315|
201:408,467,5196,1084,5984,3262|||||
202:413|307,6077,5787|1320||957,5569,5906,5087,2642,2273,8585,874,4215,193|
203:415,429,433|||4531,725,2092||
204:430|8527|4099|||
205:431,725|6066,8393,811,1130,664,5516||||
206:432,1047,631,5645,3593|5861||11035||
207:69|702,1195,6500,2702|957,1618,7513|||
208:440,476,647,655,1314,2071,564,6802,1144|6037,638,9110,8079,4799|||5984|
209:441,481,551,653,1699,1762||5088,2483||4,5074,6400,1600,3400,1056|
210:442||2000,9189,12069,979||2672|
211:76,86,506,554,276,1714,1745|1618||||
212:443,462,582|||12761,417,2511|3684|
213:444,456,478,531,209,197,588,591,597,310,603,634,5688,6313,417,6329,757,2098,28,272|||||
214:445,448,470,515,366|160,310,209||||
215:446,453,568,576,615,740,783,805,884|||||
216:447,82,593,609,1082,1413,4703,84,5924,2366|647||||
217:449,539,630||10681,3940,82||11103|
218:450,454,486,516,608,618,993,996,643,1051|||||
219:451,492,386,617,3097|||||
220:452,528,541,1752,2810||3695||2598|
221:457,489,524,585||||5188,3237|
222:458,559,369,275||10681,7843|||
223:458,472,536,549,584|||||
224:216,503,504,552,578|||||
225:459,536,705,1855||||8236|
226:460,495,499,501,561,590,283|||||
227:461,556,616,7082|7363,9070,7622||924,10356||
228:463,494,160,614,626|||||
229:33,467,255,209,648|||8960,604|5911,1144|
230:464,107,527|562||3549,4506||
231:465,216|||3621|3308,4517|
232:466,4207,3403|7042,42|||4426,2938,1265|
233:468,735,5917,6121,5856,1029,6170|||2759||
234:469,520,571,601|2135,207,6161,10460|1963,8139,2655|3837|4938|
235:471,518,325,558|1017,7520|||5567,2170,80,9763,4798,2486,9820|
236:473,513,525,526,540,81,607,642,1258,7524,7537||612,955,427,9355,9448,5897,1571,11255,364|5623,4383,10800,12550,5453,3864,12562,4174,978,3485,1048,7083|3269,10841,7336,12999|
237:474,490,205,544,550,604,3210|||||
238:475,482,488,563,577,579,596,622,640|||||
239:98,553,610,840,3655,895,2700,320,7017|7441,1681,56,1194|980,614|7635||
240:477||6859,12028,4187,236,9821,3346|||
241:479,2774||3608,11447,7312|||
242:480,560,2714,2029,6437|8776|1719,11264,1296,3863,1687,9852,649|4518,12278|4709,523,6458,10021,3692,1056,2901,1105|
243:483,566,606,1187,1954,2,1964,1874,1970,1677,2009,2018,2083,1456,63,2098|8284|||818,1025,2105,12435,813|
244:484,485,502,529,532,579,635,639,652,656,6299,4210,5038,6324,3621,3746|8441|9341,7453|11108,7310|1154,4222,707|
245:487,605,2979,1572,3469|7796||222|189,2987|
246:491,493|2558,10185,3845,6995||||
247:496|2423|11094,2680|1541,8483||
248:497,633,2404,4342,7213|||||
249:498|10596,10598,7399,3908||||
250:505,4489,147,81||1013|||
251:507|8265,5913,4056,8272||||
252:508|9875|9725,10371||12382|
253:509,82,2004,391,3553,4560,6660,3903|||442|2318|
254:510,346|5552,10667||3131|10044|
255:36,4361,404,2617,5825,1735,6215,5054|1861,8687,1127||||
256:511,625,706,317|1274||||
257:512,478|||12227||
258:514,2955,1962|586,2510,6146,4701,7657,5308,4754,2031,5024,1394,3769,825,649||2419,4466||
259:517,3218,2674,3186,2814,1770,6140|||5946||
260:494,1746,4328,1183,276|||||
261:519|6841|496|11448|8911,7467,2568,3720|
262:521|9677,10332,10424|10890,2125,6764,11243|12223|9249,2757,145,9337,398,3941,4208,3573,11471,12835,9349,8754|
263:527,537,285,649|9000||4556,6554,50,521||
264:530,570,629,250,1749||149,3100,10666|||
265:533,564,7238,6368|43,6336||||
266:534|||2978,12332,6497,735,4276|9318|
267:535,2133,2161,123||7561,9975,11224|2217|2479|
268:538,791,1094|1266,2139,1809,2764|10769,1452|4756||
269:542,3921,4517,4554|4464|6268,10948,10954,1037||10296,13300|
270:543,5261,642|9997||7369,12562,8455,12754,12733||
271:545,562,643,49,1207,4683|9641|1423,7874,3733,5719,8376,862,2812,11616,757,3857,7712,8782|897,11844,1327,9184|550,4878,5863,4239,12492,11993,3753,1407,628,13370|
272:313,595,641|10464|4110|||
273:547,2049|1453,8269|289,3099||12050|
274:428,2241,4409,4711||558|||
275:548,3503,3577,3586,765|||||
276:555,1703|3600|8746,11357,2030||8858|
277:557,565,569,587|8025||11487,6353||
278:563,580,619||987|||
279:572,428|||3419,12240,274|209|
280:573|7744,8005,9705,10444|11065,10394,10395,10477||12704,13129|
281:574,650,651,104,5409|||||
282:575|||574,521|1309,9058,229,3994|
283:581,326,628,632,636,638|5434,1765,2884||||
284:583|8549,231,4807,82,3740,995,1758,3803,6038,96||3440|11411|
285:589,645|1262,7173,1194,2691,3815,6584,1962|10073,2026,4053|10391,3187,2129,1056|1105,511,1697,1062,11518,8639,2540,4668,7378|
286:592||8488,3113,3345|1162,11782,6009||
287:594,644|||8710,7314,1495,2548,955,3039||
288:598,2992|4131,2033,9892|||1536|
289:599,4020,4838||9956,12026||2755|
290:600,4704,1366|||1549,5356||
291:292,1362,3192|4054,7808||||
292:611,494,6367|1022,4100,683,10593|781,2366,10632,9391,5441,398||12890,1179|
293:613,997,914,1202,2428,7864,781,3489,1132|||||
294:620|4237,2663|6593,4618,6893,11323|||
295:621,3384|4062,599,2977,8457|4432,147|4169||
296:623,1611,4221,1331,1051,261,3226,2671|7612,581|274,10895,10925,6335,7372,10003,11906,10162,12057,10633,531|5409,1664,4691,11325,2974,4973,326,886,9052,3682,5126,6068,8902,419,10316,5119,6091,7340,8365,2939,12810,11820|3591,9898,3618,13184,2754,12337,7520,1323,7810|
297:624,208|||4900|9009,12456|
298:627,733|904,623,5787||||
299:637,2247,3207,1223,76,3758,562,1587,43,382,1558|1141||||
300:646|6123||10503,8786,3960,7294,1635,1140||
301:654,1619,3540,5244,5307|||||
302:657,663,686,733,871|9304,2276,9109,11,9016|1365,9563,5262,329|||
303:658,3164,3200|1891,577,635,485,137,9697,5649,6759||6299,1749,11580,10036,5711,4033,4362,3244,1882,2039,318,5885|3359,4878,1687,99|
304:659,661,246,294,738,739,747,197,779,277,835,856,859,879,208,883|||||
305:660,746,766|5667,4614,6020,8125,3954,5422,1577,2980,2001,4017,294,799|9598||12390,10846,33,61,3039,12148|
306:662,698,798,803,804,826,855|||||
307:664,790,821|||||
308:168,688||||937|
309:665,880,7173,967|264,5102|1062|||
310:666,748,775,786,792,459,862,292|372|5455,583,1130|623,2112,1146,326|107,821,7338,3330,486,1955,13012|
311:667,670,671,716,744,761,808,872||9526,9658|||
312:668,722,729,5567,49,2499,5006,5581,2306,5592,5609,7186,7340,4455,4353|6091,8031,3043,2629,2110,39,396|2056||6724,24,10276,3584|
313:669,4610||3372,4282,2980,4418,2901,317|||
314:160,527,673,275,717|1207,369,1637,45,2293,4353,5617,4613,688,6522|1770,198,2520,4211,2056,396|11114,9848,249,1515,1647||
315:674,760,771,787,6391,5340,292,2202,459,2,3850,678|2337,7344,10671|279,5443|||
316:675,706,298,2444,2471|||||
317:676|9157|7786|11008,2051|9831|
318:677,681,265,834,847|||||
319:678,682,183,259,770,599|8683||||
320:679,695,697,709,799|||||
321:680,1293,5131|3406,8033,8037,79,8059,3352,7567,259,8948,649,4426,1915,605,3690,509,4036,2833,473,1588|404,10744,7099,10592,9800,3134,3044,3735,895,2977|6908,40,4997,276|11719,4311,5961,2065,7930,4568,3784,7481,4569,5909,2844,13212,7063|
322:681,278|6501,717,5863,1691,9385||||
323:683,5143,5210,5211|||5260||
324:684,722,259,4979,1764|||||
325:685,818,831,850,428|||||
326:181,723,864|1229,2077,1618|||11743,12872,12522|
327:687,867,5651,1717,5722,6008,6489,7364|3490|||8964,1654|
328:689,55,1520,1915,1920,43,2155,5138|||||
329:690,707,695,144,1533,7310||2561|||
330:691,741,769|9881,1201,1062|2117,43,2026,3552,880,3913,5458,11287,1401|3229,543,1608,9544||
331:692,816,824,830,1549,1590||6869,8767,2632,714|8353|3517|
332:95,477,731,6846,639,6583,5651,7815,7094|||||
333:693,800||8486,10118,11424|||
334:694,842,6014|7576|5398,5293|9343||
335:696,703,745,198|7239,574|735|||
336:699,710,764,928,935,1176,1590,3946|||||
337:700,822,1468,275,964,101||5808,4691|||
338:701,870,4321,1771,3047,5481|||||
339:520,713,802,814|||||
340:702,7066,7011||||781,3128|
341:704,111,4003|||||
342:655,758||||8583|
343:705,755|459|10940,12|||
344:708|2242,197|624,11343,12070|||
345:181,767,849,864||||7492|
346:711|1139,7244,2160,3422,4458,6768,800,1028,388,2733,1541,4938,8963,10138||||
347:712,1125,1139,1190,1629|||||
348:714,727,4858,5615,2425|||||
349:715,2627,3556||1788||12530|
350:718,109,1803|8075,871,6571,5358|9172,10888,5715,11490|264,6536||
351:719,853,20|9267,9312,972,8250,9840,8437,9634,2072,4158,1336,10255|9483,410,1891,1564,3743,4522,482,9541,9855,10787|1632,11706,5602,12654,2600||
352:720|||1889||
353:724|||12330|285,10366|
354:726||||7366|
355:458,734,806,823,3970,254,878,2819,2979,4949,879,604|3755,39,3469,422,306,2674|||1424,2241,2897,11347,4172|
356:728,797|||8308,2522,5559||
357:730,757,2946|234,75,8001,2782,846,4436,9168,364,855,1003,4039|9061,5427|||
358:732,6019,1776,879,274||||2183|
359:736,1666,1673,1750,2857,4354,4391,679||249,1201,28,9146,9654,9671,5520,8434,11285,1044,1618,6468,4176,1597,3349,1413,5077,321,1816|757,10073,264,11705,10922|42,11214,11538,11361,2026,735,2836,82|
360:737,756,778,848,858,875|||||
361:742,4812,2797,5371||3197,5152|||
362:743||||1431,1608,3542|
363:84,77,81,840|473|6563|||
364:562,878,1194,50,4566,84,2012,2117,317,1586,440,7911|647,3803,8227||||
365:18,2982||9724,10439,10569|||
366:749,3181|1224|11231,6495|||
367:750,759,3178||||7188|
368:751,885|||7801,7647||
369:752,873||1942,3079,4230,7818,5544|7164,11672|12148|
370:753,2804,3230,897,3495|4588,2748,9568,10032,2570,1947,453,3564,550,9833,4222,2753||3984,11581,490|2368,5569,4295,3525|
371:754,4356,2033,3689,4398,4430,4442,4133,552|||||
372:2,796,812,836,866||1296|||
373:755,881,5043|4654||||
374:757,473,641,796,162|6546,7075|135|84||
375:762,2605,582,5301||||1252|
376:763,3030|||5774||
377:765,833,860,2075,286||||3477,3985|
378:735,774,829,366,3097|||||
379:768,782,794|3138|4198,26|9046|8846|
380:772,811,82,6675,1104|||||
381:317|7243|||12682,9673,3110,330,13122,405,9816,4354|
382:776,785,4007,1511,2962,4185,6804|9279,3006,473,649,10605|2600,3498|10768||
383:777||||4515|
384:780,837|82,4102|7470|||
385:781|2130,1974,1208,1201,9556,4344,42||||
386:784,988,1327,2275,1322,1741,878|||||
387:788,4433,6318,7477,486,4246,1278|1294,462,2964|7824,9001,4914,7900,9175,2480,7781,4672,2511||574,8408,9154,1608,5879|
388:282,361,299,364,75,7182|||3474|12041,1056,8556|
389:789,5485|1019||3067,890,848,4534,769,5723||
390:33,1027,2558,2763,396,4024,5777|||||
391:793|605,5771|7290,2688|11095,1724|2795,2120|
392:795,845,1697,4523,7020,5102|703,2144,1562,825,8471,723,1044,4617,2,2998,2081,405,3127,3062,878,5924,84,4483,3014,735,6698,77,1133,1130,7968,586,39|264,1294|||
393:198|10081,7136|664|||
394:801,2881,712||11581,8767,12114,9711||620|
395:809,449,1425,412,2285,2963|1426,801,3101,1141,2645||||
396:274||7766|8537|800,5035,1056,647|
397:810,1358,1696,4375|||4997|1470|
398:813|2577|11351,1010||8386|
399:815,851,854,99,863,216|||||
400:817,857|||6470,3738,12645||
401:819,3183,2434,5676,2302,99|||||
402:820,647,2887|989,1874,5192||||
403:825,1990,6029,855,162,1534,5382,181,3887,234,59,1331,682,4203,7005,1724,960,2680,1922,4682|1056,735,473||7063,271,3607,2903||
404:827,983|2150,43,7222,1000,5126||||
405:828,503,1138|3511,8292,9429,8499|10696,639|||
406:832,941||10189,5141,1545,11078,2768,8227,543,6995,2777|||
407:838,3631,4700,1825,1139,6479|||||
408:839,7635||3282|7072,811||
409:841,1775|8864,4936,2676,1732,2187||9212||
410:843,846,852,1028,3670|5087|1576|||
411:844||1201|8963|638,4895,2700|
412:376||714,8457||6792,7839|
413:861|393|1483|9384||
414:865,836,405,4206,4479,1035|||||
415:264||10300|1423,3563,8294,7733,12,11156||
416:868,643,1232,79,5865,1363|1193,5817||||
417:869,3261,1798,544,927|509|904,8389,11516|446,8600||
418:147,3707|||12613|5319,7606|
419:876,1000,184,1788|1428||||
420:877|||750,207,5771,7278,4366,138|8792|
421:882,2448,811,3372,1061,1520,2345,6820,1278|||||
422:886,1127,1280,1077,3093,50,558,876,5349,2218,450,1680,6796,6635,6165,2247,7124,1925,1363,591,2738,6813,2333,2131,3001|8134,8463,8501,1942,294,7861,4242,2982,7161,3781,9470,1729,2021|746,1569,11174,9812,11431,583,2152,8563,5400,2286|1618,5718,311,735,1056,11849,1274|13048,4845,13333,8322,6741,859,13179,13160,12302,152,588,427|
423:887,1031,1066|||||
424:532,898,692,1034||4954,1097|||
425:526|7073,6143|||4914,1230,1520,3530,12943,7824,3034|
426:888,825,956,1009|||8863|1609,1428|
427:889,916,933,1043,1062|5067|82|||
428:890,688,4177,4862,4751,767|||||
429:891,1646|582,8125|11210|2056,4211,209||
430:37,959,997,5110,1761,1202,7163,5572,4181|3187,6080|4710,6026|6691,9574,6434,9559|292,562,767,1145,6520|
431:892,361,255,1016|359,117||||
432:893,183,259|4167,2470||||
433:894,908,511,981,1032,84,1036,1041,735,1054|||||
434:896,455,948,767,343,1064,1435,2936,521,105,550,6257,2753||||11845,173,9908,3377,4436|
435:897,999,1011,1035,1056|||||
436:899,938,2751,1613,2426|317,550,1201,9071|2886|8436,984|312,583,13051|
437:900,1020,5038,3743,5885,731,5962,485,635,3794,6575|8441,7950|5122,9319|931,9501|2238,12008|
438:901,961,1049,3976,7497||||7690|
439:902,1104|1824,2492|2243|10211,12638,11868|6409|
440:610,33,2081,1195,2852,2333,964,428,2956,1940,3689,405,586,473,2243,4519,5891,30,6830,6714,1634,679,1470,7581|3278,3857,378,335,8706,8754,5500,4375,12,1144,11|4396|||
441:903,311,4334,4358,3738,33,473,649,3081,1082,1292,3676|39||||
442:904,942|||1260|7365,1562|
443:905|365,82,969|232,698,9925,3070|||
444:906,419,951,1046,1067|||||
445:907,843|7847,212|2810||9443|
446:12|||12344,2295,1137,643,4257,2520,1231|9872,2584,2119|
447:909,934,807,968,984,1014,773|||||
448:910|1818||||
449:168,1008,4714,4734||||3988|
450:912,939,998,1002,1006|||||
451:913,1033,1065,4138,503,1344|8665||||
452:914,117,255|979,6674,4850,197,796||||
453:915,929,511,967,1023,1050,1947,2030,6741,624,6056,3135,1609,4483|1201,2984,1187,6175,6300|||4344|
454:917,1021,972,6466,4255||8677,1654,1441,3113|12668,12672,600,1858||
455:918|842,7712|10932,10300,8638|7866,10052|5881,10733,4417|
456:919,982,1003,1004,1055,1447,1538|8101||||
457:920,2341,3104,43,2435,1130||||86,3007,153|
458:921,215,1502|6309,9102,3966||8136,6138,1963|3963|
459:922,978,1007,2596,1425,1141,6442,638|2183,82,1928|1647,1015,9298,3311,1130|||
460:923|1724||12213|8152,10143|
461:796,963,966,989,481|||||
462:168,990,1713,81,80,811,4069,3950,4138,1294,799,147,3066,3448,4861,4915|3140,7078,8074,1044,6319,1274,2422,6350,1072,8177,1144,1292,2170,5027,1507,4521,2795,8740|10904,1621|||
463:168,215,43,81,5050,1825|568,361||1013,6701,2078||
464:926,131,459|8392||11973||
465:927|5897||11466,8477||
466:930,7067,425,22,7095|||||
467:525|231,5609|4333||3975,281|
468:931,95,629,1687,532|||||
469:932|4439|1305,4342,9098,633,1963|9557,5468,8279,3552,3178,11345,12746,97,8852|9436,12567|
470:936||2680,1724||11297,8873|
471:937|||6343,4795,2048|13139,8366|
472:405,3090|841|||2740|
473:940||9606,600|2228,1489,269,7346,179,6381,2810||
474:941,971,734|209,2198||||
475:942,955,957,1015,1026,1042,685|||11489|9620,405,5474,5518|
476:549,1038,1044,168,5214|||||
477:943,945,947,972,236,2252,95,35,3530||||3061,7822,4937,1635,4405|
478:946,2516,2598,2744,2788|||||
479:949,938,2601,2626,1751,2678|||||
480:950|276|||653,3116,6391|
481:952|8899,7297,4401,8164,370||||
482:953,527,1392||4557,9079|||
483:954,1062|5946||181,10023||
